"Reporter","ReporterName","Partner","PartnerName","Year","TL","TrfLineDescription","TLS","Duty Type","Duty Code","AV Duty Rate","Specific Duty Rate"
"124","Canada","000"," World",2023,2071391,"Within access commitment",,0,2,,"5% but not less than 4.74 ¢/kg or more than 9.48 ¢/kg"
"124","Canada","000"," World",2023,2071392,"Over access commitment, bone in",,0,2,,"249% but not less than $3.78/kg"
"124","Canada","000"," World",2023,2071393,"Over access commitment, boneless",,0,2,,"249% but not less than $6.74/kg"
"124","Canada","000"," World",2023,2071410,"Spent fowl",,0,2,9,""
"124","Canada","000"," World",2023,2071421,"Within access commitment",,0,2,0,""
"124","Canada","000"," World",2023,2071422,"Over access commitment",,0,2,,"238% but not less than $6.45/kg"
"124","Canada","000"," World",2023,2071491,"Within access commitment",,0,2,,"5% but not less than 4.74 ¢/kg or more than 9.48 ¢/kg"
"124","Canada","000"," World",2023,2071492,"Over access commitment, bone in",,0,2,,"249% but not less than $3.78/kg"
"124","Canada","000"," World",2023,2071493,"Over access commitment, boneless",,0,2,,"249% but not less than $6.74/kg"
"124","Canada","000"," World",2023,2072411,"Within access commitment",,0,2,,"5% but not less than 4.74 ¢/kg or more than 9.48 ¢/kg"
"124","Canada","000"," World",2023,2072412,"Over access commitment",,0,2,,"154.5% but not less than $2.11/kg"
"124","Canada","000"," World",2023,2072491,"Within access commitment",,0,2,,"5% but not less than 4.74 ¢/kg or more than 9.48 ¢/kg"
"124","Canada","000"," World",2023,2072492,"Over access commitment",,0,2,,"154.5% but not less than $1.95/kg"
"124","Canada","000"," World",2023,2072511,"Within access commitment",,0,2,,"5% but not less than 4.74 ¢/kg or more than 9.48 ¢/kg"
"124","Canada","000"," World",2023,2072512,"Over access commitment",,0,2,,"154.5% but not less than $2.11/kg"
"124","Canada","000"," World",2023,2072591,"Within access commitment",,0,2,,"5% but not less than 4.74 ¢/kg or more than 9.48 ¢/kg"
"124","Canada","000"," World",2023,2072592,"Over access commitment",,0,2,,"154.5% but not less than $1.95/kg"
"124","Canada","000"," World",2023,2072610,"Within access commitment",,0,2,,"5% but not less than 4.74 ¢/kg or more than 9.48 ¢/kg"
"124","Canada","000"," World",2023,2072620,"Over access commitment, bone in",,0,2,,"165% but not less than $2.94/kg"
"124","Canada","000"," World",2023,2072630,"Over access commitment, boneless",,0,2,,"165% but not less than $4.82/kg"
"124","Canada","000"," World",2023,2072711,"Within access commitment",,0,2,0,""
"124","Canada","000"," World",2023,2072712,"Over access commitment",,0,2,,"154.5% but not less than $4.51/kg"
"124","Canada","000"," World",2023,2072791,"Within access commitment",,0,2,,"5% but not less than 4.74 ¢/kg or more than 9.48 ¢/kg"
"124","Canada","000"," World",2023,2072792,"Over access commitment, bone in",,0,2,,"165% but not less than $2.94/kg"
"124","Canada","000"," World",2023,2072793,"Over access commitment, boneless",,0,2,,"165% but not less than $4.82/kg"
"124","Canada","000"," World",2023,2074100,"Not cut in pieces, fresh or chilled",,0,2,8,""
"124","Canada","000"," World",2023,2074200,"Not cut in pieces, frozen",,0,2,5.5,""
"124","Canada","000"," World",2023,2074300,"Fatty livers, fresh or chilled",,0,2,0,""
"124","Canada","000"," World",2023,2074400,"Other, fresh or chilled",,0,2,4,""
"124","Canada","000"," World",2023,2074510,"Livers",,0,2,0,""
"124","Canada","000"," World",2023,2074590,"Other",,0,2,4.5,""
"124","Canada","000"," World",2023,2075100,"Not cut in pieces, fresh or chilled",,0,2,8,""
"124","Canada","000"," World",2023,2075200,"Not cut in pieces, frozen",,0,2,5.5,""
"124","Canada","000"," World",2023,2075300,"Fatty livers, fresh or chilled",,0,2,0,""
"124","Canada","000"," World",2023,2075400,"Other, fresh or chilled",,0,2,4,""
"124","Canada","000"," World",2023,2075510,"Livers",,0,2,0,""
"124","Canada","000"," World",2023,2075590,"Other",,0,2,4.5,""
"124","Canada","000"," World",2023,2076011,"Not cut in pieces",,0,2,8,""
"124","Canada","000"," World",2023,2076019,"Other",,0,2,4,""
"124","Canada","000"," World",2023,2076020,"Not cut in pieces, frozen",,0,2,5.5,""
"124","Canada","000"," World",2023,2076091,"Livers",,0,2,0,""
"124","Canada","000"," World",2023,2076099,"Other",,0,2,4.5,""
"124","Canada","000"," World",2023,2081000,"Of rabbits or hares",,0,2,0,""
"124","Canada","000"," World",2023,2083000,"Of primates",,0,2,0,""
"124","Canada","000"," World",2023,2084010,"Of whales",,0,2,0,""
"124","Canada","000"," World",2023,2084090,"Other",,0,2,0,""
"124","Canada","000"," World",2023,2085000,"Of reptiles (including snakes and turtles)",,0,2,0,""
"124","Canada","000"," World",2023,2086000,"Of camels and other camelids (Camelidae)",,0,2,0,""
"124","Canada","000"," World",2023,2089000,"Other",,0,2,0,""
"124","Canada","000"," World",2023,2091000,"Of pigs",,0,2,0,""
"124","Canada","000"," World",2023,2099010,"Fat of fowls of the species Gallus domesticus, within access commitment",,0,2,,"5% but not less than 4.74 ¢/kg or more than 9.48 ¢/kg"
"124","Canada","000"," World",2023,2099020,"Fat of fowls of the species Gallus domesticus, over access commitment",,0,2,,"249% but not less than $6.74/kg"
"124","Canada","000"," World",2023,2099030,"Fat of turkeys, within access commitment",,0,2,,"5% but not less than 4.74 ¢/kg or more than 9.48 ¢/kg"
"124","Canada","000"," World",2023,2099040,"Fat of turkeys, over access commitment",,0,2,,"165% but not less than $4.82/kg"
"124","Canada","000"," World",2023,2099090,"Other",,0,2,11,""
"124","Canada","000"," World",2023,2101100,"Hams, shoulders and cuts thereof, with bone in",,0,2,0,""
"124","Canada","000"," World",2023,2101200,"Bellies (streaky) and cuts thereof",,0,2,0,""
"124","Canada","000"," World",2023,2101900,"Other",,0,2,0,""
"124","Canada","000"," World",2023,2102000,"Meat of bovine animals",,0,2,0,""
"124","Canada","000"," World",2023,2109100,"Of primates",,0,2,0,""
"124","Canada","000"," World",2023,2109200,"Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia)",,0,2,0,""
"124","Canada","000"," World",2023,2109300,"Of reptiles (including snakes and turtles)",,0,2,0,""
"124","Canada","000"," World",2023,2109911,"Of fowls of the species Gallus domesticus, within access commitment",,0,2,,"5% but not less than 4.74 ¢/kg or more than 9.48 ¢/kg"
"124","Canada","000"," World",2023,2109912,"Of fowls of the species Gallus domesticus, over access commitment, bone in",,0,2,,"249% but not less than $5.81/kg"
"124","Canada","000"," World",2023,2109913,"Of fowls of the species Gallus domesticus, over access commitment, boneless",,0,2,,"249% but not less than $10.36/kg"
"124","Canada","000"," World",2023,2109914,"Of turkeys, within access commitment",,0,2,,"5% but not less than 4.74 ¢/kg or more than 9.48 ¢/kg"
"124","Canada","000"," World",2023,2109915,"Of turkeys, over access commitment, bone in",,0,2,,"165% but not less than $3.67/kg"
"124","Canada","000"," World",2023,2109916,"Of turkeys, over access commitment, boneless",,0,2,,"165% but not less than $6.03/kg"
"124","Canada","000"," World",2023,2109919,"Other",,0,2,2.5,""
"124","Canada","000"," World",2023,2109990,"Other",,0,2,0,""
"124","Canada","000"," World",2023,3011100,"Freshwater",,0,2,0,""
"124","Canada","000"," World",2023,3011900,"Other",,0,2,0,""
"124","Canada","000"," World",2023,3019100,"Trout (Salmo trutta, Oncorhyncus mykiss, Oncorhyncus clarki, Oncorhyncus aguabonita, Oncorhyncus gilae, Oncorhyncus apache and Oncorhyncus chrysogaster)",,0,2,0,""
"124","Canada","000"," World",2023,3019200,"Eels (Anguilla spp.)",,0,2,0,""
"124","Canada","000"," World",2023,3019300,"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)",,0,2,0,""
"124","Canada","000"," World",2023,3019400,"Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)",,0,2,0,""
"124","Canada","000"," World",2023,3019500,"Southern bluefin tunas (Thunnus maccoyii)",,0,2,0,""
"124","Canada","000"," World",2023,3019900,"Other",,0,2,0,""
"124","Canada","000"," World",2023,3021100,"Trout (Salmo trutta, Oncorhyncus mykiss, Oncorhyncus clarki, Oncorhyncus aguabonita, Oncorhyncus gilae, Oncorhyncus apache and Oncorhyncus chrysogaster)",,0,2,0,""
"124","Canada","000"," World",2023,3021300,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)",,0,2,0,""
"124","Canada","000"," World",2023,3021400,"Atlantic salmon (Salmo salar) and Hucho hucho)",,0,2,0,""
"124","Canada","000"," World",2023,3021900,"Other",,0,2,0,""
"124","Canada","000"," World",2023,3022100,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",,0,2,0,""
"124","Canada","000"," World",2023,3022200,"Plaice (Pleuronectes platessa)",,0,2,0,""
"124","Canada","000"," World",2023,3022300,"Sole (Solea spp.)",,0,2,0,""
"124","Canada","000"," World",2023,3022400,"Turbots (Psetta maxima)",,0,2,0,""
"124","Canada","000"," World",2023,3022900,"Other",,0,2,0,""
"124","Canada","000"," World",2023,3023100,"Albacore or longfinned tunas (Thunnus alalunga)",,0,2,0,""
"124","Canada","000"," World",2023,3023200,"Yellowfin tunas (Thunnus albacares)",,0,2,0,""
"124","Canada","000"," World",2023,3023300,"Skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis)",,0,2,0,""
"124","Canada","000"," World",2023,3023400,"Bigeye tunas (Thunnus obesus)",,0,2,0,""
"124","Canada","000"," World",2023,3023500,"Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)",,0,2,0,""
"124","Canada","000"," World",2023,3023600,"Southern bluefin tunas (Thunnus maccoyii)",,0,2,0,""
"124","Canada","000"," World",2023,3023900,"Other",,0,2,0,""
"124","Canada","000"," World",2023,3024100,"Herrings (Clupea harengus, Clupea pallasii)",,0,2,0,""
"124","Canada","000"," World",2023,3024200,"Anchovies (Engraulis spp.)",,0,2,0,""
"124","Canada","000"," World",2023,3024300,"Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",,0,2,0,""
"124","Canada","000"," World",2023,3024400,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",,0,2,0,""
"124","Canada","000"," World",2023,3024500,"Jack and horse mackerel (Trachurus spp.)",,0,2,0,""
"124","Canada","000"," World",2023,3024600,"Cobia (Rachycentron canadum)",,0,2,0,""
"124","Canada","000"," World",2023,3024700,"Swordfish (Xiphias gladius)",,0,2,0,""
"124","Canada","000"," World",2023,3024900,"Other",,0,2,0,""
"124","Canada","000"," World",2023,3025100,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",,0,2,0,""
"124","Canada","000"," World",2023,3025200,"Haddock (Melanogrammus aeglefinus)",,0,2,0,""
"124","Canada","000"," World",2023,3025300,"Coalfish (Pollachius virens)",,0,2,0,""
"124","Canada","000"," World",2023,3025400,"Hake (Merluccius spp., Urophycis spp.)",,0,2,0,""
"124","Canada","000"," World",2023,3025500,"Alaska Pollock (Theragra chalcogramma)",,0,2,0,""
"124","Canada","000"," World",2023,3025600,"Blue whitings (Micromesistius poutassou, Micromesistius australis)",,0,2,0,""
"124","Canada","000"," World",2023,3025900,"Other",,0,2,0,""
"124","Canada","000"," World",2023,3027100,"Tilapias (Oreochromis spp.)",,0,2,0,""
"124","Canada","000"," World",2023,3027200,"Catfish (Pangasius spp., Silurus spp., Clarias spp., lctalurus spp.)",,0,2,0,""
"124","Canada","000"," World",2023,3027300,"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)",,0,2,0,""
"124","Canada","000"," World",2023,3027400,"Eels (Anguilla spp.)",,0,2,0,""
"124","Canada","000"," World",2023,3027900,"Other",,0,2,0,""
"124","Canada","000"," World",2023,3028100,"Dogfish and other sharks",,0,2,0,""
"124","Canada","000"," World",2023,3028200,"Rays and skates (Rajidae)",,0,2,0,""
"124","Canada","000"," World",2023,3028300,"Toothfish (Dissostichus spp.)",,0,2,0,""
"124","Canada","000"," World",2023,3028400,"Seabass (Dicentrarchus spp.)",,0,2,0,""
"124","Canada","000"," World",2023,3028500,"Seabream (Sparidae)",,0,2,0,""
"124","Canada","000"," World",2023,3028900,"Other",,0,2,0,""
"124","Canada","000"," World",2023,3029100,"Livers, roes and milt",,0,2,3,""
"124","Canada","000"," World",2023,3029200,"Shark fins",,0,2,0,""
"124","Canada","000"," World",2023,3029900,"Other",,0,2,0,""
"124","Canada","000"," World",2023,3031100,"Sockeye salmon (red salmon) (Oncorhynchus nerka)",,0,2,0,""
"124","Canada","000"," World",2023,3031200,"Other Pacific salmon (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)",,0,2,0,""
"124","Canada","000"," World",2023,3031300,"Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",,0,2,0,""
"124","Canada","000"," World",2023,3031400,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",,0,2,0,""
"124","Canada","000"," World",2023,3031900,"Other",,0,2,0,""
"124","Canada","000"," World",2023,3032300,"Tilapias (Oreochromis spp.)",,0,2,0,""
"124","Canada","000"," World",2023,3032400,"Catfish (Pangasius spp., Silurus spp., Clarias spp., lctalurus spp.)",,0,2,0,""
"124","Canada","000"," World",2023,3032500,"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)",,0,2,0,""
"124","Canada","000"," World",2023,3032600,"Eels (Anguilla spp.)",,0,2,0,""
"124","Canada","000"," World",2023,3032900,"Other",,0,2,0,""
"124","Canada","000"," World",2023,3033100,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",,0,2,0,""
"124","Canada","000"," World",2023,3033200,"Plaice (Pleuronectes platessa)",,0,2,0,""
"124","Canada","000"," World",2023,3033300,"Sole (Solea spp.)",,0,2,0,""
"124","Canada","000"," World",2023,3033400,"Turbots (Psetta maxima)",,0,2,0,""
"124","Canada","000"," World",2023,3033900,"Other",,0,2,0,""
"124","Canada","000"," World",2023,3034100,"Albacore or longfinned tunas (Thunnus alalunga)",,0,2,0,""
"124","Canada","000"," World",2023,3034200,"Yellowfin tunas (Thunnus albacares)",,0,2,0,""
"124","Canada","000"," World",2023,3034300,"Skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis)",,0,2,0,""
"124","Canada","000"," World",2023,3034400,"Bigeye tunas (Thunnus obesus)",,0,2,0,""
"124","Canada","000"," World",2023,3034500,"Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)",,0,2,0,""
"124","Canada","000"," World",2023,3034600,"Southern bluefin tunas (Thunnus maccoyii)",,0,2,0,""
"124","Canada","000"," World",2023,3034900,"Other",,0,2,0,""
"124","Canada","000"," World",2023,3035100,"Herrings (Clupea harengus, Clupea pallasii)",,0,2,0,""
"124","Canada","000"," World",2023,3035300,"Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",,0,2,0,""
