"Reporter","ReporterName","Partner","PartnerName","Year","TL","TrfLineDescription","TLS","Duty Type","Duty Code","AV Duty Rate","Specific Duty Rate"
"156","China","000"," World",2023,2109300,"--Of reptiles (including snakes and turtles)",,0,2,25,""
"156","China","000"," World",2023,2109900,"--Other",,0,2,25,""
"156","China","000"," World",2023,3011100,"--Freshwater",,0,2,10,""
"156","China","000"," World",2023,3011900,"--Other",,0,2,10,""
"156","China","000"," World",2023,3019110,"---Fry",,0,2,0,""
"156","China","000"," World",2023,3019190,"---Other",,0,2,10,""
"156","China","000"," World",2023,3019210,"---Fry",,0,2,0,""
"156","China","000"," World",2023,3019290,"---Other",,0,2,7,""
"156","China","000"," World",2023,3019310,"---Fry",,0,2,0,""
"156","China","000"," World",2023,3019390,"---Other",,0,2,7,""
"156","China","000"," World",2023,3019410,"---Fry",,0,2,0,""
"156","China","000"," World",2023,3019491,"----Atlantic bluefin tunas ( Thunnus thynnus )",,0,2,7,""
"156","China","000"," World",2023,3019492,"----Pacific bluefin tunas ( Thunnus orientalis )",,0,2,7,""
"156","China","000"," World",2023,3019510,"---Fry",,0,2,0,""
"156","China","000"," World",2023,3019590,"---Other",,0,2,7,""
"156","China","000"," World",2023,3019911,"----Of perches",,0,2,0,""
"156","China","000"," World",2023,3019912,"----Of sturgeon",,0,2,0,""
"156","China","000"," World",2023,3019919,"----Other",,0,2,0,""
"156","China","000"," World",2023,3019991,"----Tilapia",,0,2,7,""
"156","China","000"," World",2023,3019992,"----Puffer fish",,0,2,10,""
"156","China","000"," World",2023,3019993,"----Other carp",,0,2,7,""
"156","China","000"," World",2023,3019999,"----Other",,0,2,7,""
"156","China","000"," World",2023,3021100,"--Trout (Salmo trutta, Oncorhynchus my kiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncohynchus chrysogaster)",,0,2,10,""
"156","China","000"," World",2023,3021300,"--Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)",,0,2,10,""
"156","China","000"," World",2023,3021410,"---Atlantic salmon (Salmo salar)",,0,2,10,""
"156","China","000"," World",2023,3021420,"---Danube salmon (Hucho hucho)",,0,2,7,""
"156","China","000"," World",2023,3021900,"--Other",,0,2,10,""
"156","China","000"," World",2023,3022100,"--Halibut (Reinhardtius hippoglossoides, Hippoglossushippoglossus, Hippoglossus stenolepis)",,0,2,7,""
"156","China","000"," World",2023,3022200,"--Plaice (Pleuronectes platessa)",,0,2,7,""
"156","China","000"," World",2023,3022300,"--Sole (Solea spp.)",,0,2,7,""
"156","China","000"," World",2023,3022400,"--Turbots (Psetta maxima)",,0,2,7,""
"156","China","000"," World",2023,3022900,"--Other",,0,2,7,""
"156","China","000"," World",2023,3023100,"--Albacore or longfinned tunas (Thunnus alalunga)",,0,2,7,""
"156","China","000"," World",2023,3023200,"--Yellowfin tunas (Thunnus albacares)",,0,2,7,""
"156","China","000"," World",2023,3023300,"--Skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis)",,0,2,7,""
"156","China","000"," World",2023,3023400,"--Bigeye tunas (Thunnus obesus)",,0,2,7,""
"156","China","000"," World",2023,3023510,"---Atlantic bluefin tunas (Thunnus thynnus)",,0,2,7,""
"156","China","000"," World",2023,3023520,"---Pacific bluefin tunas (Thunnus orientlis)",,0,2,7,""
"156","China","000"," World",2023,3023600,"--Southern bluefin tunas (Thunnus maccoyii)",,0,2,7,""
"156","China","000"," World",2023,3023900,"--Other",,0,2,7,""
"156","China","000"," World",2023,3024100,"--Herrings (Clupea harengus, Clupea pallasii)",,0,2,7,""
"156","China","000"," World",2023,3024200,"--Anchovies (Engraulis spp.)",,0,2,7,""
"156","China","000"," World",2023,3024300,"--Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",,0,2,7,""
