"Reporter","ReporterName","Partner","PartnerName","Year","TL","TrfLineDescription","TLS","Duty Type","Duty Code","AV Duty Rate","Specific Duty Rate"
"918","European Union","000"," World",2023,2062991,"---- Thick skirt and thin skirt",,0,2,,"12.8 % + 304.1 EUR/100 kg"
"918","European Union","000"," World",2023,2062999,"---- Other",,0,2,0,""
"918","European Union","000"," World",2023,2063000,"- Of swine, fresh or chilled",,0,2,0,""
"918","European Union","000"," World",2023,2064100,"-- Livers",,0,2,0,""
"918","European Union","000"," World",2023,2064900,"-- Other",,0,2,0,""
"918","European Union","000"," World",2023,2068010,"-- For the manufacture of pharmaceutical products",,0,2,0,""
"918","European Union","000"," World",2023,2068091,"--- Of horses, asses, mules and hinnies",,0,2,6.4,""
"918","European Union","000"," World",2023,2068099,"--- Of sheep and goats",,0,2,0,""
"918","European Union","000"," World",2023,2069010,"-- For the manufacture of pharmaceutical products",,0,2,0,""
"918","European Union","000"," World",2023,2069091,"--- Of horses, asses, mules and hinnies",,0,2,6.4,""
"918","European Union","000"," World",2023,2069099,"--- Of sheep and goats",,0,2,0,""
"918","European Union","000"," World",2023,2071110,"--- Plucked and gutted, with heads and feet, known as '83 % chickens'",,0,2,,"26.2 EUR/100 kg"
"918","European Union","000"," World",2023,2071130,"--- Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as '70 % chickens'",,0,2,,"29.9 EUR/100 kg"
"918","European Union","000"," World",2023,2071190,"--- Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as '65 % chickens', or otherwise presented",,0,2,,"32.5 EUR/100 kg"
"918","European Union","000"," World",2023,2071210,"--- Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as '70 % chickens'",,0,2,,"29.9 EUR/100 kg"
"918","European Union","000"," World",2023,2071290,"--- Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as '65 % chickens', or otherwise presented",,0,2,,"32.5 EUR/100 kg"
"918","European Union","000"," World",2023,2071310,"---- Boneless",,0,2,,"102.4 EUR/100 kg"
"918","European Union","000"," World",2023,2071320,"----- Halves or quarters",,0,2,,"35.8 EUR/100 kg"
"918","European Union","000"," World",2023,2071330,"----- Whole wings, with or without tips",,0,2,,"26.9 EUR/100 kg"
"918","European Union","000"," World",2023,2071340,"----- Backs, necks, backs with necks attached, rumps and wing-tips",,0,2,,"18.7 EUR/100 kg"
"918","European Union","000"," World",2023,2071350,"----- Breasts and cuts thereof",,0,2,,"60.2 EUR/100 kg"
"918","European Union","000"," World",2023,2071360,"----- Legs and cuts thereof",,0,2,,"46.3 EUR/100 kg"
"918","European Union","000"," World",2023,2071370,"----- Other",,0,2,,"100.8 EUR/100 kg"
"918","European Union","000"," World",2023,2071391,"---- Livers",,0,2,6.4,""
"918","European Union","000"," World",2023,2071399,"---- Other",,0,2,,"18.7 EUR/100 kg"
"918","European Union","000"," World",2023,2071410,"---- Boneless",,0,2,,"102.4 EUR/100 kg"
"918","European Union","000"," World",2023,2071420,"----- Halves or quarters",,0,2,,"35.8 EUR/100 kg"
"918","European Union","000"," World",2023,2071430,"----- Whole wings, with or without tips",,0,2,,"26.9 EUR/100 kg"
"918","European Union","000"," World",2023,2071440,"----- Backs, necks, backs with necks attached, rumps and wing-tips",,0,2,,"18.7 EUR/100 kg"
"918","European Union","000"," World",2023,2071450,"----- Breasts and cuts thereof",,0,2,,"60.2 EUR/100 kg"
"918","European Union","000"," World",2023,2071460,"----- Legs and cuts thereof",,0,2,,"46.3 EUR/100 kg"
"918","European Union","000"," World",2023,2071470,"----- Other",,0,2,,"100.8 EUR/100 kg"
"918","European Union","000"," World",2023,2071491,"---- Livers",,0,2,6.4,""
"918","European Union","000"," World",2023,2071499,"---- Other",,0,2,,"18.7 EUR/100 kg"
"918","European Union","000"," World",2023,2072410,"--- Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as '80 % turkeys'",,0,2,,"34 EUR/100 kg"
"918","European Union","000"," World",2023,2072490,"--- Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as '73 % turkeys', or otherwise presented",,0,2,,"37.3 EUR/100 kg"
"918","European Union","000"," World",2023,2072510,"--- Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as '80 % turkeys'",,0,2,,"34 EUR/100 kg"
"918","European Union","000"," World",2023,2072590,"--- Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as '73 % turkeys', or otherwise presented",,0,2,,"37.3 EUR/100 kg"
"918","European Union","000"," World",2023,2072610,"---- Boneless",,0,2,,"85.1 EUR/100 kg"
"918","European Union","000"," World",2023,2072620,"----- Halves or quarters",,0,2,,"41 EUR/100 kg"
"918","European Union","000"," World",2023,2072630,"----- Whole wings, with or without tips",,0,2,,"26.9 EUR/100 kg"
"918","European Union","000"," World",2023,2072640,"----- Backs, necks, backs with necks attached, rumps and wing-tips",,0,2,,"18.7 EUR/100 kg"
"918","European Union","000"," World",2023,2072650,"----- Breasts and cuts thereof",,0,2,,"67.9 EUR/100 kg"
"918","European Union","000"," World",2023,2072660,"------ Drumsticks and cuts of drumsticks",,0,2,,"25.5 EUR/100 kg"
"918","European Union","000"," World",2023,2072670,"------ Other",,0,2,,"46 EUR/100 kg"
"918","European Union","000"," World",2023,2072680,"----- Other",,0,2,,"83 EUR/100 kg"
"918","European Union","000"," World",2023,2072691,"---- Livers",,0,2,6.4,""
"918","European Union","000"," World",2023,2072699,"---- Other",,0,2,,"18.7 EUR/100 kg"
"918","European Union","000"," World",2023,2072710,"---- Boneless",,0,2,,"85.1 EUR/100 kg"
"918","European Union","000"," World",2023,2072720,"----- Halves or quarters",,0,2,,"41 EUR/100 kg"
"918","European Union","000"," World",2023,2072730,"----- Whole wings, with or without tips",,0,2,,"26.9 EUR/100 kg"
"918","European Union","000"," World",2023,2072740,"----- Backs, necks, backs with necks attached, rumps and wing-tips",,0,2,,"18.7 EUR/100 kg"
"918","European Union","000"," World",2023,2072750,"----- Breasts and cuts thereof",,0,2,,"67.9 EUR/100 kg"
"918","European Union","000"," World",2023,2072760,"------ Drumsticks and cuts thereof",,0,2,,"25.5 EUR/100 kg"
"918","European Union","000"," World",2023,2072770,"------ Other",,0,2,,"46 EUR/100 kg"
"918","European Union","000"," World",2023,2072780,"----- Other",,0,2,,"83 EUR/100 kg"
"918","European Union","000"," World",2023,2072791,"---- Livers",,0,2,6.4,""
"918","European Union","000"," World",2023,2072799,"---- Other",,0,2,,"18.7 EUR/100 kg"
"918","European Union","000"," World",2023,2074120,"--- Plucked, bled, gutted but not drawn, with heads and feet, known as '85 % ducks'",,0,2,,"38 EUR/100 kg"
"918","European Union","000"," World",2023,2074130,"--- Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as '70 % ducks'",,0,2,,"46.2 EUR/100 kg"
"918","European Union","000"," World",2023,2074180,"--- Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as '63 % ducks', or otherwise presented",,0,2,,"51.3 EUR/100 kg"
